date,home,away,home_ml,away_ml,p_home_close,p_away_close,vig,n_books
2023-03-30,New York Yankees,San Francisco Giants,-176,149,0.61382,0.38618,0.03994,6
2023-03-30,St. Louis Cardinals,Toronto Blue Jays,-110,-110,0.5,0.5,0.04762,6
2023-03-30,Tampa Bay Rays,Detroit Tigers,-235,195,0.6742,0.3258,0.04048,6
2023-03-30,Texas Rangers,Philadelphia Phillies,-140,119,0.56092,0.43908,0.03995,6
2023-03-30,Washington Nationals,Atlanta Braves,215,-262,0.30501,0.69499,0.04084,6
2023-03-31,Athletics,Los Angeles Angels,180,-220,0.34188,0.65812,0.04464,6
2023-03-31,Los Angeles Dodgers,Arizona Diamondbacks,-172,145,0.60773,0.39227,0.04052,6
2023-03-31,Miami Marlins,New York Mets,-110,-110,0.50054,0.49946,0.04648,6
2023-03-31,San Diego Padres,Colorado Rockies,-218,180,0.65731,0.34269,0.04218,6
2023-03-31,Seattle Mariners,Cleveland Guardians,-120,100,0.52174,0.47826,0.04545,6
2023-04-01,Athletics,Los Angeles Angels,144,-170,0.39405,0.60595,0.03794,6
2023-04-01,Boston Red Sox,Baltimore Orioles,-155,134,0.58666,0.41334,0.03611,6
2023-04-01,Chicago Cubs,Milwaukee Brewers,100,-120,0.47826,0.52174,0.04545,6
2023-04-01,Cincinnati Reds,Pittsburgh Pirates,-146,124,0.57091,0.42909,0.0381,6
2023-04-01,Houston Astros,Chicago White Sox,-162,132,0.58976,0.41024,0.04843,6
2023-04-01,Kansas City Royals,Minnesota Twins,138,-162,0.40488,0.59512,0.03776,6
2023-04-01,Los Angeles Dodgers,Arizona Diamondbacks,-196,164,0.63635,0.36365,0.03966,6
2023-04-01,Miami Marlins,New York Mets,-111,-108,0.50383,0.49617,0.04414,6
2023-04-01,New York Yankees,San Francisco Giants,-142,121,0.56461,0.43539,0.03927,6
2023-04-01,San Diego Padres,Colorado Rockies,-202,166,0.63975,0.36025,0.04552,6
2023-04-01,Seattle Mariners,Cleveland Guardians,-165,140,0.59909,0.40091,0.03931,6
2023-04-01,St. Louis Cardinals,Toronto Blue Jays,115,-135,0.44741,0.55259,0.03958,6
2023-04-01,Tampa Bay Rays,Detroit Tigers,-182,154,0.62157,0.37843,0.03832,6
2023-04-01,Texas Rangers,Philadelphia Phillies,105,-125,0.46753,0.53247,0.04336,6
2023-04-01,Washington Nationals,Atlanta Braves,210,-252,0.3105,0.6895,0.03889,6
2023-04-02,Athletics,Los Angeles Angels,131,-154,0.41626,0.58374,0.03997,6
2023-04-02,Boston Red Sox,Baltimore Orioles,-140,119,0.56092,0.43908,0.03995,6
2023-04-02,Chicago Cubs,Milwaukee Brewers,-125,105,0.53247,0.46753,0.04336,6
2023-04-02,Cincinnati Reds,Pittsburgh Pirates,-132,110,0.54479,0.45521,0.04608,6
2023-04-02,Houston Astros,Chicago White Sox,-147,125,0.57248,0.42752,0.03959,6
2023-04-02,Kansas City Royals,Minnesota Twins,124,-145,0.43052,0.56948,0.03926,6
2023-04-02,Los Angeles Dodgers,Arizona Diamondbacks,-272,220,0.70068,0.29932,0.04404,6
2023-04-02,Miami Marlins,New York Mets,102,-120,0.47578,0.52422,0.0405,6
2023-04-02,New York Yankees,San Francisco Giants,-135,115,0.55259,0.44741,0.03958,6
2023-04-02,San Diego Padres,Colorado Rockies,-240,200,0.67925,0.32075,0.03922,6
2023-04-02,Seattle Mariners,Cleveland Guardians,-136,115,0.55375,0.44625,0.04228,6
2023-04-02,Tampa Bay Rays,Detroit Tigers,-272,220,0.70068,0.29932,0.04404,6
2023-04-02,Texas Rangers,Philadelphia Phillies,-128,109,0.53988,0.46012,0.03987,6
2023-04-02,Washington Nationals,Atlanta Braves,150,-176,0.38523,0.61477,0.03834,6
2023-04-03,Boston Red Sox,Pittsburgh Pirates,-154,130,0.58237,0.41763,0.04108,6
2023-04-03,Chicago White Sox,San Francisco Giants,-140,116,0.55732,0.44268,0.04824,6
2023-04-03,Cincinnati Reds,Chicago Cubs,100,-120,0.47826,0.52174,0.04545,6
2023-04-03,Kansas City Royals,Toronto Blue Jays,115,-135,0.44741,0.55259,0.03958,6
2023-04-03,Miami Marlins,Minnesota Twins,106,-126,0.46528,0.53472,0.0408,6
2023-04-03,Milwaukee Brewers,New York Mets,-111,-108,0.50383,0.49617,0.04414,6
2023-04-03,New York Yankees,Philadelphia Phillies,-175,150,0.61404,0.38596,0.03636,6
2023-04-03,St. Louis Cardinals,Atlanta Braves,105,-125,0.46753,0.53247,0.04336,6
2023-04-03,Washington Nationals,Tampa Bay Rays,154,-181,0.37889,0.62111,0.03706,6
2023-04-04,Athletics,Cleveland Guardians,130,-154,0.41763,0.58237,0.04108,6
2023-04-04,Boston Red Sox,Pittsburgh Pirates,-150,126,0.57609,0.42391,0.0415,6
2023-04-04,Cincinnati Reds,Chicago Cubs,114,-134,0.44837,0.55163,0.03976,6
2023-04-04,Houston Astros,Detroit Tigers,-248,202,0.68299,0.31701,0.04281,6
2023-04-04,Kansas City Royals,Toronto Blue Jays,146,-175,0.38931,0.61069,0.04204,6
2023-04-04,Los Angeles Dodgers,Colorado Rockies,-225,182,0.66168,0.33832,0.04629,6
2023-04-04,Miami Marlins,Minnesota Twins,-154,130,0.58206,0.41794,0.04031,6
2023-04-04,Milwaukee Brewers,New York Mets,130,-151,0.41952,0.58048,0.03638,6
2023-04-04,New York Yankees,Philadelphia Phillies,-161,137,0.59382,0.40618,0.0388,6
2023-04-04,San Diego Padres,Arizona Diamondbacks,-142,122,0.56516,0.43484,0.03824,6
2023-04-04,Seattle Mariners,Los Angeles Angels,-140,119,0.56092,0.43908,0.03995,6
2023-04-04,St. Louis Cardinals,Atlanta Braves,-139,119,0.56018,0.43982,0.03821,6
2023-04-04,Texas Rangers,Baltimore Orioles,-142,119,0.56201,0.43799,0.04254,6
2023-04-04,Washington Nationals,Tampa Bay Rays,150,-176,0.38572,0.61428,0.03702,6
2023-04-05,Athletics,Cleveland Guardians,162,-190,0.36811,0.63189,0.03685,6
2023-04-05,Boston Red Sox,Pittsburgh Pirates,-152,130,0.58112,0.41888,0.03796,6
2023-04-05,Chicago White Sox,San Francisco Giants,-135,115,0.55259,0.44741,0.03958,6
2023-04-05,Houston Astros,Detroit Tigers,-297,238,0.7163,0.2837,0.04441,6
2023-04-05,Kansas City Royals,Toronto Blue Jays,164,-194,0.36493,0.63507,0.03995,6
2023-04-05,Los Angeles Dodgers,Colorado Rockies,-270,218,0.69851,0.30149,0.04469,6
2023-04-05,Miami Marlins,Minnesota Twins,100,-120,0.47826,0.52174,0.04545,6
2023-04-05,Milwaukee Brewers,New York Mets,-136,116,0.55356,0.44644,0.03941,6
2023-04-05,New York Yankees,Philadelphia Phillies,-170,144,0.60497,0.39503,0.03962,6
2023-04-05,Seattle Mariners,Los Angeles Angels,-175,149,0.61308,0.38692,0.03797,6
2023-04-05,St. Louis Cardinals,Atlanta Braves,-128,106,0.53689,0.46311,0.04567,6
2023-04-05,Texas Rangers,Baltimore Orioles,-144,121,0.56637,0.43363,0.04349,6
2023-04-05,Washington Nationals,Tampa Bay Rays,222,-272,0.29769,0.70231,0.04162,6
2023-04-06,Atlanta Braves,San Diego Padres,-159,135,0.59061,0.40939,0.03943,6
2023-04-06,Chicago White Sox,San Francisco Giants,-123,104,0.52946,0.47054,0.04177,6
2023-04-06,Colorado Rockies,Washington Nationals,-170,144,0.60546,0.39454,0.03878,6
2023-04-06,Detroit Tigers,Boston Red Sox,120,-144,0.43544,0.56456,0.04387,6
2023-04-06,Kansas City Royals,Toronto Blue Jays,185,-225,0.33635,0.66365,0.04318,6
2023-04-07,Arizona Diamondbacks,Los Angeles Dodgers,136,-160,0.408,0.592,0.04075,6
2023-04-07,Atlanta Braves,San Diego Padres,-110,-110,0.50054,0.49946,0.04648,6
2023-04-07,Baltimore Orioles,New York Yankees,105,-125,0.46753,0.53247,0.04336,6
2023-04-07,Chicago Cubs,Texas Rangers,-125,105,0.53247,0.46753,0.04336,6
2023-04-07,Cleveland Guardians,Seattle Mariners,-126,106,0.53472,0.46528,0.0408,6
2023-04-07,Minnesota Twins,Houston Astros,-130,110,0.54274,0.45726,0.04141,6
2023-04-07,New York Mets,Miami Marlins,-172,145,0.60773,0.39227,0.04052,6
2023-04-07,Philadelphia Phillies,Cincinnati Reds,-193,163,0.63402,0.36598,0.03893,6
2023-04-07,Pittsburgh Pirates,Chicago White Sox,110,-130,0.45726,0.54274,0.04141,6
2023-04-07,San Francisco Giants,Kansas City Royals,-221,180,0.65844,0.34156,0.04562,6
2023-04-07,Tampa Bay Rays,Athletics,-275,218,0.69955,0.30045,0.04829,6
2023-04-08,Arizona Diamondbacks,Los Angeles Dodgers,208,-250,0.31285,0.68715,0.03949,6
2023-04-08,Atlanta Braves,San Diego Padres,-152,130,0.58112,0.41888,0.03796,6
2023-04-08,Baltimore Orioles,New York Yankees,111,-132,0.45444,0.54556,0.0429,6
2023-04-08,Chicago Cubs,Texas Rangers,-122,104,0.52839,0.47161,0.04196,6
2023-04-08,Cleveland Guardians,Seattle Mariners,-140,115,0.55638,0.44362,0.04845,6
2023-04-08,Colorado Rockies,Washington Nationals,-120,100,0.52174,0.47826,0.04545,6
2023-04-08,Detroit Tigers,Boston Red Sox,121,-145,0.43328,0.56672,0.04433,6
2023-04-08,Los Angeles Angels,Toronto Blue Jays,-260,205,0.68777,0.31223,0.05009,6
2023-04-08,Milwaukee Brewers,St. Louis Cardinals,-152,130,0.58112,0.41888,0.03796,6
2023-04-08,Minnesota Twins,Houston Astros,-115,-105,0.51083,0.48917,0.04708,6
2023-04-08,New York Mets,Miami Marlins,-180,148,0.61477,0.38523,0.04672,6
2023-04-08,Pittsburgh Pirates,Chicago White Sox,105,-125,0.46753,0.53247,0.04336,6
2023-04-08,San Francisco Giants,Kansas City Royals,-161,130,0.58604,0.41396,0.05259,6
2023-04-08,Tampa Bay Rays,Athletics,-300,240,0.71831,0.28169,0.04412,6
2023-04-09,Arizona Diamondbacks,Los Angeles Dodgers,132,-162,0.40996,0.59004,0.04916,6
2023-04-09,Atlanta Braves,San Diego Padres,-140,115,0.55638,0.44362,0.04845,6
2023-04-09,Baltimore Orioles,New York Yankees,124,-146,0.42909,0.57091,0.0381,6
2023-04-09,Cleveland Guardians,Seattle Mariners,111,-134,0.45324,0.54676,0.04567,6
2023-04-09,Colorado Rockies,Washington Nationals,-152,130,0.58112,0.41888,0.03796,6
2023-04-09,Los Angeles Angels,Toronto Blue Jays,-131,110,0.54357,0.45643,0.04329,6
2023-04-09,Milwaukee Brewers,St. Louis Cardinals,-160,132,0.5889,0.4111,0.04623,6
2023-04-09,Minnesota Twins,Houston Astros,-104,-115,0.488,0.512,0.04469,6
2023-04-09,New York Mets,Miami Marlins,-144,119,0.56379,0.43621,0.04678,6
2023-04-09,Philadelphia Phillies,Cincinnati Reds,-210,172,0.64863,0.35137,0.04439,6
2023-04-09,Pittsburgh Pirates,Chicago White Sox,-140,116,0.55658,0.44342,0.0465,6
2023-04-09,San Francisco Giants,Kansas City Royals,-160,135,0.5909,0.4091,0.04018,6
2023-04-09,Tampa Bay Rays,Athletics,-312,250,0.72614,0.27386,0.04329,6
2023-04-10,Atlanta Braves,Cincinnati Reds,-196,162,0.63415,0.36585,0.04327,6
2023-04-10,Baltimore Orioles,Athletics,-190,159,0.62899,0.37101,0.04068,6
2023-04-10,Chicago Cubs,Seattle Mariners,128,-152,0.42069,0.57931,0.04256,6
2023-04-10,Cleveland Guardians,New York Yankees,-155,132,0.58562,0.41438,0.03795,6
2023-04-10,New York Mets,San Diego Padres,-135,115,0.55259,0.44741,0.03958,6
2023-04-10,Philadelphia Phillies,Miami Marlins,110,-130,0.45726,0.54274,0.04141,6
2023-04-10,Pittsburgh Pirates,Houston Astros,156,-188,0.3737,0.6263,0.04324,6
2023-04-10,Tampa Bay Rays,Boston Red Sox,-156,134,0.58757,0.41243,0.0384,6
2023-04-11,Arizona Diamondbacks,Milwaukee Brewers,-148,122,0.57041,0.42959,0.04621,6
2023-04-11,Atlanta Braves,Cincinnati Reds,-234,194,0.67355,0.32645,0.04016,6
2023-04-11,Baltimore Orioles,Athletics,-202,170,0.6438,0.3562,0.03979,6
2023-04-11,Cleveland Guardians,New York Yankees,154,-181,0.37981,0.62019,0.03861,6
2023-04-11,Colorado Rockies,St. Louis Cardinals,120,-140,0.43759,0.56241,0.03875,6
2023-04-11,Los Angeles Angels,Washington Nationals,-275,222,0.70282,0.29718,0.04341,6
2023-04-11,Minnesota Twins,Chicago White Sox,-165,139,0.59809,0.40191,0.04105,6
2023-04-11,New York Mets,San Diego Padres,-141,120,0.56277,0.43723,0.03961,6
2023-04-11,Philadelphia Phillies,Miami Marlins,-148,124,0.57185,0.42815,0.04501,6
2023-04-11,Pittsburgh Pirates,Houston Astros,146,-174,0.39006,0.60994,0.04005,6
2023-04-11,San Francisco Giants,Los Angeles Dodgers,134,-158,0.41131,0.58869,0.039,6
2023-04-11,Tampa Bay Rays,Boston Red Sox,-178,150,0.61573,0.38427,0.04093,6
2023-04-11,Texas Rangers,Kansas City Royals,-174,148,0.61188,0.38812,0.03893,6
2023-04-11,Toronto Blue Jays,Detroit Tigers,-288,232,0.71165,0.28835,0.04302,6
2023-04-12,Arizona Diamondbacks,Milwaukee Brewers,105,-125,0.46753,0.53247,0.04336,6
2023-04-12,Atlanta Braves,Cincinnati Reds,-280,229,0.70806,0.29194,0.04114,6
2023-04-12,Baltimore Orioles,Athletics,-196,164,0.63635,0.36365,0.03966,6
2023-04-12,Chicago Cubs,Seattle Mariners,-105,-115,0.48917,0.51083,0.04708,6
2023-04-12,Cleveland Guardians,New York Yankees,-105,-115,0.48917,0.51083,0.04708,6
2023-04-12,Colorado Rockies,St. Louis Cardinals,144,-171,0.39327,0.60673,0.03999,6
2023-04-12,Los Angeles Angels,Washington Nationals,-322,258,0.73168,0.26832,0.04247,6
2023-04-12,Minnesota Twins,Chicago White Sox,-155,134,0.58666,0.41334,0.03611,6
2023-04-12,Philadelphia Phillies,Miami Marlins,-204,170,0.64455,0.35545,0.04196,6
2023-04-12,Pittsburgh Pirates,Houston Astros,135,-160,0.4091,0.5909,0.04018,6
2023-04-12,Tampa Bay Rays,Boston Red Sox,-135,115,0.55259,0.44741,0.03958,6
2023-04-12,Texas Rangers,Kansas City Royals,-297,240,0.7178,0.2822,0.04223,6
2023-04-12,Toronto Blue Jays,Detroit Tigers,-302,238,0.71707,0.28293,0.04723,6
2023-04-13,Baltimore Orioles,Athletics,-240,200,0.67925,0.32075,0.03922,6
2023-04-13,Cincinnati Reds,Philadelphia Phillies,-115,-105,0.51083,0.48917,0.04708,6
2023-04-13,New York Yankees,Minnesota Twins,-144,121,0.56637,0.43363,0.04349,6
2023-04-13,San Francisco Giants,Los Angeles Dodgers,134,-156,0.41273,0.58727,0.03764,6
2023-04-13,St. Louis Cardinals,Pittsburgh Pirates,-275,224,0.70379,0.29621,0.04198,6
2023-04-13,Tampa Bay Rays,Boston Red Sox,-258,205,0.68719,0.31281,0.04815,6
2023-04-13,Texas Rangers,Kansas City Royals,-166,141,0.60091,0.39909,0.0397,6
2023-04-13,Toronto Blue Jays,Detroit Tigers,-250,205,0.68539,0.31461,0.04215,6
2023-04-14,Boston Red Sox,Los Angeles Angels,-105,-118,0.48668,0.51332,0.05243,6
2023-04-14,Chicago White Sox,Baltimore Orioles,100,-120,0.47826,0.52174,0.04545,6
2023-04-14,Cincinnati Reds,Philadelphia Phillies,129,-150,0.42123,0.57877,0.03668,6
2023-04-14,Detroit Tigers,San Francisco Giants,130,-154,0.41763,0.58237,0.04108,6
2023-04-14,Miami Marlins,Arizona Diamondbacks,-154,130,0.58268,0.41732,0.04186,6
2023-04-14,New York Yankees,Minnesota Twins,-180,153,0.61949,0.38051,0.03875,6
2023-04-14,San Diego Padres,Milwaukee Brewers,-156,134,0.58861,0.41139,0.03658,6
2023-04-14,Toronto Blue Jays,Tampa Bay Rays,105,-125,0.46753,0.53247,0.04336,6
2023-04-14,Washington Nationals,Cleveland Guardians,135,-158,0.40968,0.59032,0.03868,6
2023-04-15,Athletics,New York Mets,185,-232,0.33413,0.66587,0.05013,6
2023-04-15,Boston Red Sox,Los Angeles Angels,100,-120,0.47826,0.52174,0.04545,6
2023-04-15,Chicago White Sox,Baltimore Orioles,-110,-110,0.5,0.5,0.04762,6
2023-04-15,Cincinnati Reds,Philadelphia Phillies,-105,-118,0.48668,0.51332,0.05243,6
2023-04-15,Detroit Tigers,San Francisco Giants,124,-145,0.43052,0.56948,0.03926,6
2023-04-15,Houston Astros,Texas Rangers,-165,140,0.59909,0.40091,0.03931,6
2023-04-15,Kansas City Royals,Atlanta Braves,190,-240,0.32819,0.67181,0.05071,6
2023-04-15,Los Angeles Dodgers,Chicago Cubs,-162,139,0.59641,0.40359,0.03673,6
2023-04-15,Miami Marlins,Arizona Diamondbacks,-124,103,0.52868,0.47132,0.04518,6
2023-04-15,New York Yankees,Minnesota Twins,-141,120,0.56277,0.43723,0.03961,6
2023-04-15,San Diego Padres,Milwaukee Brewers,-172,143,0.60577,0.39423,0.04388,6
2023-04-15,Seattle Mariners,Colorado Rockies,-184,157,0.625,0.375,0.03761,6
2023-04-15,St. Louis Cardinals,Pittsburgh Pirates,-160,135,0.5909,0.4091,0.04018,6
2023-04-15,Toronto Blue Jays,Tampa Bay Rays,-125,105,0.53247,0.46753,0.04336,6
2023-04-15,Washington Nationals,Cleveland Guardians,150,-178,0.38475,0.61525,0.03964,6
2023-04-16,Athletics,New York Mets,135,-158,0.40998,0.59002,0.03794,6
2023-04-16,Boston Red Sox,Los Angeles Angels,-115,-104,0.51142,0.48858,0.04589,6
2023-04-16,Chicago White Sox,Baltimore Orioles,-130,110,0.54274,0.45726,0.04141,6
2023-04-16,Cincinnati Reds,Philadelphia Phillies,175,-206,0.35054,0.64946,0.03737,6
2023-04-16,Houston Astros,Texas Rangers,-215,180,0.65649,0.34351,0.03968,6
2023-04-16,Kansas City Royals,Atlanta Braves,135,-160,0.4091,0.5909,0.04018,6
2023-04-16,Los Angeles Dodgers,Chicago Cubs,-145,125,0.57112,0.42888,0.03628,6
2023-04-16,Miami Marlins,Arizona Diamondbacks,-135,115,0.55259,0.44741,0.03958,6
2023-04-16,New York Yankees,Minnesota Twins,-164,140,0.59882,0.40118,0.03859,6
2023-04-16,San Diego Padres,Milwaukee Brewers,-175,150,0.61404,0.38596,0.03636,6
2023-04-16,Seattle Mariners,Colorado Rockies,-239,198,0.67752,0.32248,0.04059,6
2023-04-16,St. Louis Cardinals,Pittsburgh Pirates,-158,135,0.58972,0.41028,0.03718,6
2023-04-16,Toronto Blue Jays,Tampa Bay Rays,115,-135,0.44741,0.55259,0.03958,6
2023-04-16,Washington Nationals,Cleveland Guardians,190,-228,0.33173,0.66827,0.03948,6
2023-04-17,Boston Red Sox,Los Angeles Angels,118,-139,0.44094,0.55906,0.04031,6
2023-04-17,Cincinnati Reds,Tampa Bay Rays,130,-152,0.41888,0.58112,0.03796,6
2023-04-17,Kansas City Royals,Texas Rangers,180,-224,0.34078,0.65922,0.04802,6
2023-04-17,Miami Marlins,San Francisco Giants,-120,100,0.52174,0.47826,0.04545,6
2023-04-17,St. Louis Cardinals,Arizona Diamondbacks,-145,122,0.56838,0.43162,0.04127,6
2023-04-18,Athletics,Chicago Cubs,115,-135,0.44741,0.55259,0.03958,6
2023-04-18,Boston Red Sox,Minnesota Twins,-110,-110,0.5,0.5,0.04762,6
2023-04-18,Chicago White Sox,Philadelphia Phillies,-134,115,0.5522,0.4478,0.03868,6
2023-04-18,Cincinnati Reds,Tampa Bay Rays,110,-128,0.45851,0.54149,0.03855,6
2023-04-18,Colorado Rockies,Pittsburgh Pirates,-140,120,0.56204,0.43796,0.03788,6
2023-04-18,Detroit Tigers,Cleveland Guardians,110,-133,0.45481,0.54519,0.04701,6
2023-04-18,Kansas City Royals,Texas Rangers,104,-122,0.47085,0.52915,0.03855,6
2023-04-18,Los Angeles Dodgers,New York Mets,-140,119,0.56092,0.43908,0.03995,6
2023-04-18,Miami Marlins,San Francisco Giants,-110,-108,0.50219,0.49781,0.04304,6
2023-04-18,New York Yankees,Los Angeles Angels,-156,131,0.58435,0.41565,0.04151,6
2023-04-18,San Diego Padres,Atlanta Braves,125,-150,0.42553,0.57447,0.04444,6
2023-04-18,Seattle Mariners,Milwaukee Brewers,125,-148,0.42685,0.57315,0.04122,6
2023-04-18,St. Louis Cardinals,Arizona Diamondbacks,-172,144,0.60724,0.39276,0.04135,6
2023-04-18,Washington Nationals,Baltimore Orioles,124,-145,0.42998,0.57002,0.03827,6
2023-04-19,Athletics,Chicago Cubs,162,-190,0.36788,0.63212,0.03553,6
2023-04-19,Boston Red Sox,Minnesota Twins,120,-140,0.43796,0.56204,0.03788,6
2023-04-19,Chicago White Sox,Philadelphia Phillies,-105,-115,0.48917,0.51083,0.04708,6
2023-04-19,Cincinnati Reds,Tampa Bay Rays,224,-272,0.29704,0.70296,0.04066,6
2023-04-19,Colorado Rockies,Pittsburgh Pirates,110,-130,0.45726,0.54274,0.04141,6
2023-04-19,Detroit Tigers,Cleveland Guardians,118,-140,0.44021,0.55979,0.04205,6
2023-04-19,Houston Astros,Toronto Blue Jays,-112,-106,0.50711,0.49289,0.04397,6
2023-04-19,Kansas City Royals,Texas Rangers,-114,-105,0.51033,0.48967,0.04599,6
2023-04-19,Los Angeles Dodgers,New York Mets,-154,130,0.58237,0.41763,0.04108,6
2023-04-19,Miami Marlins,San Francisco Giants,-112,-110,0.50213,0.49787,0.05211,6
2023-04-19,New York Yankees,Los Angeles Angels,-135,115,0.55259,0.44741,0.03958,6
2023-04-19,San Diego Padres,Atlanta Braves,119,-140,0.43945,0.56055,0.03908,6
2023-04-19,Seattle Mariners,Milwaukee Brewers,-162,135,0.59206,0.40794,0.04312,6
2023-04-19,St. Louis Cardinals,Arizona Diamondbacks,-210,172,0.64863,0.35137,0.04439,6
2023-04-19,Washington Nationals,Baltimore Orioles,121,-145,0.43328,0.56672,0.04433,6
2023-04-20,Boston Red Sox,Minnesota Twins,-120,100,0.52174,0.47826,0.04545,6
2023-04-20,Chicago Cubs,Los Angeles Dodgers,-110,-110,0.5,0.5,0.04762,6
2023-04-20,New York Yankees,Los Angeles Angels,-155,131,0.58405,0.41595,0.04074,6
2023-04-20,Philadelphia Phillies,Colorado Rockies,-230,182,0.66318,0.33682,0.05095,6
2023-04-20,Pittsburgh Pirates,Cincinnati Reds,-175,149,0.61308,0.38692,0.03797,6
2023-04-21,Arizona Diamondbacks,San Diego Padres,120,-142,0.43615,0.56385,0.04217,6
2023-04-21,Atlanta Braves,Houston Astros,-115,-104,0.512,0.488,0.04469,6
2023-04-21,Baltimore Orioles,Detroit Tigers,-196,164,0.63547,0.36453,0.0411,6
2023-04-21,Chicago Cubs,Los Angeles Dodgers,142,-166,0.39761,0.60239,0.03714,6
2023-04-21,New York Yankees,Toronto Blue Jays,-135,115,0.55259,0.44741,0.03958,6
2023-04-21,Philadelphia Phillies,Colorado Rockies,-304,252,0.72621,0.27379,0.03616,6
2023-04-21,Pittsburgh Pirates,Cincinnati Reds,-148,126,0.57444,0.42556,0.03746,6
2023-04-21,San Francisco Giants,New York Mets,105,-125,0.46753,0.53247,0.04336,6
2023-04-21,Tampa Bay Rays,Chicago White Sox,-184,156,0.62454,0.37546,0.03837,6
2023-04-22,Arizona Diamondbacks,San Diego Padres,-106,-112,0.49231,0.50769,0.04279,6
2023-04-22,Baltimore Orioles,Detroit Tigers,-181,155,0.62157,0.37843,0.03628,6
2023-04-22,Chicago Cubs,Los Angeles Dodgers,106,-125,0.46693,0.53307,0.04217,6
2023-04-22,Cleveland Guardians,Miami Marlins,-140,117,0.55903,0.44097,0.04503,6
2023-04-22,Los Angeles Angels,Kansas City Royals,-258,208,0.68894,0.31106,0.04548,6
2023-04-22,Milwaukee Brewers,Boston Red Sox,-172,144,0.60675,0.39325,0.04219,6
2023-04-22,Minnesota Twins,Washington Nationals,-242,198,0.67819,0.32181,0.04274,6
2023-04-22,New York Yankees,Toronto Blue Jays,-175,150,0.61404,0.38596,0.03636,6
2023-04-22,Philadelphia Phillies,Colorado Rockies,-178,149,0.6143,0.3857,0.04125,6
2023-04-22,Pittsburgh Pirates,Cincinnati Reds,-161,137,0.59382,0.40618,0.0388,6
2023-04-22,San Francisco Giants,New York Mets,-115,-105,0.51083,0.48917,0.04708,6
2023-04-22,Seattle Mariners,St. Louis Cardinals,-130,110,0.54274,0.45726,0.04141,6
2023-04-22,Tampa Bay Rays,Chicago White Sox,-199,166,0.6386,0.3614,0.0422,6
2023-04-22,Texas Rangers,Athletics,-1325,595,0.86599,0.13401,0.07371,6
2023-04-23,Arizona Diamondbacks,San Diego Padres,124,-145,0.42998,0.57002,0.03827,6
2023-04-23,Atlanta Braves,Houston Astros,-135,115,0.55259,0.44741,0.03958,6
2023-04-23,Baltimore Orioles,Detroit Tigers,-168,144,0.60494,0.39506,0.0374,6
2023-04-23,Chicago Cubs,Los Angeles Dodgers,122,-144,0.43322,0.56678,0.03977,6
2023-04-23,Cleveland Guardians,Miami Marlins,-122,104,0.52793,0.47207,0.04095,6
2023-04-23,Los Angeles Angels,Kansas City Royals,-176,150,0.61477,0.38523,0.03834,6
2023-04-23,Milwaukee Brewers,Boston Red Sox,-171,145,0.60722,0.39278,0.03916,6
2023-04-23,Minnesota Twins,Washington Nationals,-270,220,0.70016,0.29984,0.04223,6
2023-04-23,New York Yankees,Toronto Blue Jays,112,-136,0.44991,0.55009,0.04596,6
2023-04-23,Philadelphia Phillies,Colorado Rockies,-315,258,0.73072,0.26928,0.03876,6
2023-04-23,Pittsburgh Pirates,Cincinnati Reds,-109,-114,0.49419,0.50581,0.05533,6
2023-04-23,San Francisco Giants,New York Mets,105,-125,0.46753,0.53247,0.04336,6
2023-04-23,Seattle Mariners,St. Louis Cardinals,-165,140,0.59909,0.40091,0.03931,6
2023-04-23,Tampa Bay Rays,Chicago White Sox,-190,160,0.6301,0.3699,0.03979,6
2023-04-23,Texas Rangers,Athletics,-370,300,0.75897,0.24103,0.03723,6
2023-04-24,Atlanta Braves,Miami Marlins,-275,225,0.70443,0.29557,0.04103,6
2023-04-24,Baltimore Orioles,Boston Red Sox,100,-120,0.47826,0.52174,0.04545,6
2023-04-24,Cincinnati Reds,Texas Rangers,-104,-115,0.48858,0.51142,0.04589,6
2023-04-24,Cleveland Guardians,Colorado Rockies,-202,170,0.64362,0.35638,0.03924,6
2023-04-24,Milwaukee Brewers,Detroit Tigers,-154,132,0.58531,0.41469,0.03718,6
2023-04-24,Minnesota Twins,New York Yankees,-160,135,0.59119,0.40881,0.04092,6
2023-04-24,Tampa Bay Rays,Houston Astros,-192,162,0.63228,0.36772,0.03994,6
2023-04-24,Toronto Blue Jays,Chicago White Sox,-160,135,0.5909,0.4091,0.04018,6
2023-04-25,Arizona Diamondbacks,Kansas City Royals,-157,135,0.58942,0.41058,0.03643,6
2023-04-25,Atlanta Braves,Miami Marlins,-250,200,0.68182,0.31818,0.04762,6
2023-04-25,Baltimore Orioles,Boston Red Sox,-164,139,0.59781,0.40219,0.04034,6
2023-04-25,Cincinnati Reds,Texas Rangers,112,-131,0.45408,0.54592,0.0388,6
2023-04-25,Cleveland Guardians,Colorado Rockies,-210,178,0.65317,0.34683,0.03713,6
2023-04-25,Los Angeles Angels,Athletics,-210,175,0.6507,0.3493,0.04106,6
2023-04-25,Milwaukee Brewers,Detroit Tigers,-177,148,0.61263,0.38737,0.04303,6
2023-04-25,Minnesota Twins,New York Yankees,-130,110,0.54274,0.45726,0.04141,6
2023-04-25,New York Mets,Washington Nationals,-209,172,0.64827,0.35173,0.04335,6
