player,team,apps,npxg,goals,shots,pen_sh,pen_g,fk_sh,fk_xg,fk_g,assists,xa,key_passes
Cheikh N'Doye,Senegal,0.9,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayan Aït Nouri,Algeria,2.55,0.06,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.206,1.7
Alberto Junior Rodríguez Valdelomar,Peru,0.9,0.06,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri dos Santos,Italy,2.2,0.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.1
Yankuba Minteh,Gambia,2.55,0.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.266,5.1
Edson Omar Álvarez Velázquez,Mexico,4.2,0.06,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.061,1.1
Mbark Boussoufa,Morocco,1.35,0.06,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.088,1.4
Kévin Daniel Van Den Kerkhof,Algeria,1.7,0.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florinel Teodor Coman,Romania,2.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,2.0
Jorge Andrés Carrascal Guardo,Colombia,3.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,2.0
Franco Zanelatto Téllez,Peru,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Hongla Yma II,Cameroon,1.4,0.06,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.018,1.4
Aubrey Maphosa Modiba,South Africa,5.95,0.06,0.85,5.1,1.7,0.85,1.7,0.025,0.0,0.0,0.531,5.1
Budu Zivzivadze,Georgia,2.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Márton Dárdai,Hungary,3.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartosz Bereszyński,Poland,6.8,0.06,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.9
Louis Schaub,Austria,0.55,0.06,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.55,0.038,0.6
Víctor Gustavo Velázquez Ramos,Paraguay,3.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamaldeen Sulemana,Ghana,1.4,0.06,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Jørgensen Jatta,Denmark,0.9,0.06,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Robertson,Scotland,4.65,0.06,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.769,8.9
Nene Dorgeles,Mali,3.4,0.06,0.85,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.064,1.7
Ahmad Nourollahi,Iran,2.1,0.06,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley McGree,Australia,2.8,0.06,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.7,0.307,2.8
Malik Tillman,United States,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Filipe Iria Santos Moutinho,Portugal,3.55,0.06,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.45,0.368,4.0
Lewis Morgan,Scotland,1.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Janža,Slovenia,3.0,0.06,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536,3.0
Orlando Moisés Galo Calderón,Costa Rica,3.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di'Shon Bernard,Jamaica,2.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Olatukunbo Alaba,Austria,2.2,0.06,0.0,1.1,0.0,0.0,0.55,0.05,0.0,1.1,0.519,5.5
Matteo Darmian,Italy,3.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferdi Erenay Kadıoğlu,Turkey,5.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847,12.0
Ibrahim Blati Touré,Burkina Faso,2.55,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.8
James Forrest,Scotland,0.55,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Lod,Finland,1.65,0.05,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.286,1.7
Morice Michael Abraham,Tanzania,2.55,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Vavro,Slovakia,4.0,0.05,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Famana Quizera,Guinea-Bissau,0.85,0.05,0.0,3.4,0.0,0.0,0.85,0.006,0.0,0.0,0.092,1.7
Daniel Colindres Solera,Costa Rica,0.9,0.05,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.5
Maximiliano Gómez González,Uruguay,2.3,0.05,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.5
Alejandro Balde Martínez,Spain,2.8,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Szymański,Poland,3.4,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adama Guira,Burkina Faso,1.7,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.8
João Mário Naval da Costa Eduardo,Portugal,3.2,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.213,3.2
Germán Alejandro Pezzella,Argentina,3.1,0.05,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Kibu,Tanzania,1.7,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Süle,Germany,3.1,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.5
Ja-Cheol Koo,South Korea,0.9,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guilherme Antonio Arana Lopes,Brazil,2.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Admir Mehmedi,Switzerland,1.1,0.05,0.55,1.7,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0
Neco Williams,Wales,3.75,0.05,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.6
Lasse Schöne,Denmark,1.35,0.05,0.0,2.2,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gedeon Kalulu Kyatengwa,Congo DR,5.1,0.05,0.85,1.7,0.85,0.85,0.0,0.0,0.0,0.0,0.385,6.8
Tariq Lamptey,Ghana,1.4,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ángel Israel Mena Delgado,Ecuador,2.0,0.05,0.0,2.0,1.0,0.0,1.0,0.052,0.0,0.0,0.0,0.0
Dexter Lembikisa,Jamaica,2.0,0.05,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,1.0
Mauro Daniel Rodrigues Teixeira,Guinea-Bissau,1.7,0.05,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Mooy,Australia,4.15,0.05,0.0,2.0,0.0,0.0,0.45,0.004,0.0,0.0,0.428,5.7
Stuart Armstrong,Scotland,2.65,0.05,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.1
Fernando Luiz Roza,Brazil,2.25,0.05,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.203,2.2
Tomáš Kalas,Czech Republic,2.75,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.55,0.164,0.6
Luka Lochoshvili,Georgia,4.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zinho Gano,Guinea-Bissau,0.85,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valdomiro Tualungo Paulo Lameiras,Angola,3.4,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.8
Ivan Ilić,Serbia,3.7,0.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.265,3.7
José Nabil Onva Adjugu,Equatorial Guinea,0.85,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gustavo Fabrice Sangaré,Burkina Faso,2.55,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.243,3.4
Ryan Fraser,Scotland,1.1,0.05,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.6
Fousseni Diabaté,Mali,4.25,0.05,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.304,4.2
Alfred John Momar N'Diaye,Senegal,0.9,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Bernth Kristansen,Denmark,4.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.467,2.0
Emre Can,Germany,5.65,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,1.0
Óscar Esau Duarte Gaitán,Costa Rica,3.0,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.132,1.6
Ianis Hagi,Romania,4.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,3.0
Lazar Samardžić,Serbia,2.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonçalo Bernardo Inácio,Portugal,2.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohanad Aseri Abu Radiah,Saudi Arabia,0.9,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomás Eduardo Rincón Hernández,Venezuela,3.0,0.05,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil Dirar,Morocco,0.9,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.9
Mbwana Ally Samatta,Tanzania,2.55,0.05,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.85,0.144,1.7
Éver Maximiliano David Banega,Argentina,1.35,0.05,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.9,0.249,2.2
Maciej Rybus,Poland,1.45,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.55,0.234,2.5
Harry Souttar,Australia,2.8,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.7
Bryan Ruiz González,Costa Rica,2.05,0.05,0.0,0.9,0.45,0.0,0.0,0.0,0.0,0.0,0.024,0.9
Renato Júnior Luz Sanches,Portugal,2.2,0.05,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.137,1.7
Jens Stryger Larsen,Denmark,4.65,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.55,0.538,5.2
Rogelio Gabriel Funes Mori,Mexico,0.7,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Aribo,Nigeria,4.25,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.075,1.7
Kaheim Dixon,Jamaica,3.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Vivian Moreno,Spain,2.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Götze,Germany,1.4,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4
Carlos Augusto Zambrano Ochandarte,Peru,3.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İsmail Yüksek,Turkey,3.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.124,3.0
Alfa Semedo Esteves,Guinea-Bissau,2.55,0.05,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.049,3.4
Anga Dedryck Boyata,Belgium,2.45,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.6
Abdalla Mahmoud El Said Bekhit,Egypt,1.35,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.45,0.126,2.2
Josip Iličić,Slovenia,2.0,0.05,0.0,2.0,1.0,0.0,1.0,0.045,0.0,0.0,0.0,0.0
William Silva de Carvalho,Portugal,5.7,0.05,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.022,1.4
José Ndong Machín Dicombo,Equatorial Guinea,3.4,0.05,0.0,1.7,0.0,0.0,0.85,0.016,0.0,2.55,0.828,5.1
Martin Koscelník,Slovakia,1.1,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Verbič,Slovenia,3.0,0.04,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.026,1.0
Jawad El Yamiq,Morocco,4.2,0.04,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghislain Konan,Côte d'Ivoire,5.95,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.188,4.2
Nicolas Moumi Ngamaleu,Cameroon,3.1,0.04,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2.4
Fabian Delph,England,1.8,0.04,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.031,1.4
João Neves,Portugal,2.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volodymyr Brazhko,Ukraine,3.0,0.04,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,1.0
Robbie Kruse,Australia,1.35,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomáš Pekhart,Czech Republic,0.55,0.04,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odilon Kossonou,Côte d'Ivoire,2.55,0.04,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roozbeh Cheshmi,Iran,1.85,0.04,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Opa Sangante,Guinea-Bissau,1.7,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Disasi,France,2.1,0.04,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zakhele Lerato Lepasa,South Africa,5.95,0.04,0.85,2.5,1.7,0.85,0.0,0.0,0.0,0.0,0.047,0.8
Aleksandar Dragović,Austria,2.2,0.04,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Cornelius,Canada,6.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2.0
Manuel Marouan da Costa Trinidade,Morocco,1.35,0.04,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faustino Marcos Alberto Rojo,Argentina,1.35,0.04,0.45,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.5
Jérémy Bela,Angola,2.55,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.8
Sang-Ho Na,South Korea,1.4,0.04,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.055,2.1
Kevin Nisbet,Scotland,1.65,0.04,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibril Cheick Ouattara,Burkina Faso,1.7,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henoc Inonga Baka,Congo DR,4.25,0.04,0.85,1.7,0.85,0.85,0.0,0.0,0.0,0.0,0.045,1.7
İrfan Can Kahveci,Turkey,2.65,0.04,0.55,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.048,2.2
Josimar Alcócer,Costa Rica,2.0,0.04,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Martins Guimarães,Mozambique,2.55,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.36,1.7
Andreas Hoelgebaum Pereira,Brazil,3.0,0.04,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoul Fessal Tapsoba,Burkina Faso,3.4,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.187,2.5
Okay Yokuşlu,Turkey,4.65,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eberechi Eze,England,3.0,0.04,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Sebastian Perruchet Silva,Portugal,1.35,0.04,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.45,0.097,1.4
Erick Javier Davis Grajales,Panama,4.9,0.04,0.0,1.0,0.0,0.0,1.0,0.04,0.0,1.0,0.819,7.5
Walker Zimmerman,United States,2.8,0.04,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Young,England,2.25,0.04,0.0,0.9,0.0,0.0,0.9,0.04,0.0,0.45,0.15,2.2
Pablo Martín Páez Gavira,Spain,2.8,0.04,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.171,1.4
Samuel Yves Umtiti,France,2.7,0.04,0.45,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.5
Steven Moreira,Cape Verde Islands,4.25,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.145,2.5
Jon Gorenc Stankovič,Slovenia,4.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Žan Celar,Slovenia,3.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fran Karačić,Australia,1.4,0.04,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.7
Giorgio Chiellini,Italy,2.75,0.04,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.6
Hamdi Nagguez,Tunisia,0.9,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.45,0.148,1.4
Riyad Mahrez,Algeria,2.55,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.317,4.2
Mikael Lustig,Sweden,4.0,0.04,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.477,3.3
Sung-Yeung Ki,South Korea,0.9,0.04,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.5
Fermin Lopez Marin,Spain,1.0,0.04,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaoru Mitoma,Japan,2.8,0.04,0.0,1.4,0.7,0.0,0.0,0.0,0.0,0.7,0.749,2.1
Sofiane Feghouli,Algeria,0.85,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
François Kamano,Guinea,2.55,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woo-Young Jung,South Korea,4.15,0.04,0.0,2.0,0.0,0.0,0.45,0.009,0.0,0.0,0.078,1.4
Bryan Oviedo,Costa Rica,3.0,0.04,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.5
Pontus Jansson,Sweden,0.9,0.04,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.5
Kevin Danso,Austria,3.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luuk de Jong,Netherlands,1.8,0.04,0.7,1.4,0.7,0.7,0.0,0.0,0.0,0.0,0.023,0.7
Jovani Francisco Welch Lopez,Panama,3.0,0.04,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,2.0
Jackson Gabriel Porozo Vernaza,Ecuador,1.4,0.04,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Juranović,Croatia,7.3,0.04,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.7,0.406,6.9
Telasco José Segovia Pérez,Venezuela,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,2.0
Eric García Martret,Spain,1.65,0.04,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Samedov,Russia,2.25,0.04,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.254,2.7
Nemanja Radonjić,Serbia,3.0,0.04,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.096,1.8
Jaka Bijol,Slovenia,4.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,1.0
Edward Chilufya,Zambia,1.7,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.043,1.7
Michal Ďuriš,Slovakia,1.65,0.04,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Amado Djaló Taritolay,Guinea-Bissau,1.7,0.04,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marwan Attia Fahim Ghallab,Egypt,2.55,0.04,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.262,2.5
Onyinye Wilfred Ndidi,Nigeria,1.35,0.04,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.9
Takumi Minamino,Japan,2.1,0.04,0.0,2.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuto Nagatomo,Japan,4.6,0.03,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.45,0.196,2.0
Taulant Sulejmanov,Albania,2.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,1.0
Rui Pedro dos Santos Patrício,Portugal,4.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa Wagué,Senegal,1.35,0.03,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.157,2.2
Nicolas Seiwald,Austria,4.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,5.0
Borna Sosa,Croatia,4.5,0.03,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.386,1.4
Loide António Augusto,Angola,0.85,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Dzagoev,Russia,0.9,0.03,0.45,0.9,0.45,0.45,0.0,0.0,0.0,0.45,0.184,0.9
Francesco Acerbi,Italy,1.65,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.55,0.12,1.7
Ismael Bennacer,Algeria,0.85,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.8
Yacoub Aly Abeid,Mauritania,1.7,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.127,2.5
Veljko Birmančević,Serbia,2.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gunter,Wales,0.55,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mijat Gaćinović,Serbia,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gueye,Senegal,0.85,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Ángel Almirón Rejala,Paraguay,3.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,4.0
Exequiel Alejandro Palacios,Argentina,4.1,0.03,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.045,1.7
Jean Thierry Lazare Amani,Côte d'Ivoire,1.7,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.8
Karim Onisiwo,Austria,0.55,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassana Coulibaly,Mali,3.4,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.8
Glen Kamara,Finland,1.65,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.035,1.1
Daniel Arzani,Australia,1.35,0.03,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.077,1.4
Issiaga Sylla,Guinea,4.25,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.109,1.7
Medon Berisha,Albania,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Luís da Silva Cafumana,Angola,4.25,0.03,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.278,1.7
Ryan Gravenberch,Netherlands,1.1,0.03,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.6
João Victor Gomes da Silva,Brazil,4.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,1.0
Dawid Kownacki,Poland,0.9,0.03,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.5
Ozan Tufan,Turkey,1.65,0.03,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.6
Adam Ounas,Algeria,2.55,0.03,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.85,0.221,3.4
Łukasz Teodorczyk,Poland,0.9,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Mitaj,Albania,3.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece James,England,0.55,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.1
Raúl Alonso Jiménez Rodríguez,Mexico,3.0,0.03,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.5
Przemysław Frankowski,Poland,7.45,0.03,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.55,0.836,7.4
Pascal Groß,Germany,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesús Abdallah Castillo Molina,Peru,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Diveev,Russia,1.65,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Danilo Ureña Porras,Costa Rica,0.9,0.03,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Gomez,Gambia,2.55,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Gholizadeh,Iran,2.1,0.03,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.078,1.4
Santiago Arias Naranjo,Colombia,4.8,0.03,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.112,2.5
Majeed Ashimeru,Ghana,2.55,0.03,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.077,2.5
Montassar Omar Talbi,Tunisia,4.65,0.03,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İbrahim Halil Dervişoğlu,Turkey,1.1,0.03,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
